,index,Emotion,Statement
5620,4741,joy,"I was feeling really low - had been a series of fights with my  
siblings, been under pressure at school and wasn't going to the  
party I wanted to go - instead I was going out with my family. A  
guy called and said, in effect, that I was ""nice"" and he liked  
me. Hence the emotional joy."
5621,5288,joy,Found out my wife is pregnant.
5622,7129,shame,"I do not have accomodation on the campus so I stay with my  
extended family, one young man used bad words while asking me to  
leave their home."
5623,5767,sadness,When I left a man in whom I really believed.
5624,4016,guilt,"Criticizing my mother when she refused to drive with the radio on.  
I told her that I thought she wasn't intelligent enough to cope  
with the radio."
5625,6493,shame,"I made a comment and it was interpreted completely differently  
from what I had meant.  When I said it I realized how my mother  
had understood it."
5626,1272,disgust,"During a football game, another player who was perspiring very  
strongly ran into me."
5627,2269,fear,"Thinking of the unknown, what happens at the moment of death,  
etc."
5628,629,anger,"My sister came back home and reproached me for not having tidied  
up the house, although I had been working all morning and she had  
done nothing."
5629,5721,sadness,"One of the greatest sadness was when my grandfather died, because  
I loved him very much."
5630,4492,joy,"When my last year's second semester results came through - I was  
ecstatic."
5631,6727,shame,"A situation where we were the center of attention, and things  
happened without my control on them, that showed our disagreement,  
and ignorance."
5632,1996,disgust,"My friend promised to take me out for a movie but he didn't turn  
up."
5633,3079,fear,"Somebody told her friend that she would hit me wherever we would  
meet."
5634,3438,guilt,"I was not sure whether I should help an old woman going down a  
flight of stairs. I just watched her and saw how difficult it was  
for her to do it."
5635,414,anger,I feel a strong anger when I am treated unjustly.
5636,5748,sadness,When my grandfather died.
5637,4411,joy,"On the cliff by the sea, the silence and the sudden voice of a  
bird.(swans of the bay)"
5638,6652,shame,"During the oral part of my final examination I made a mistake in  
speaking so that all the teachers laughed at me."
5639,3601,guilt,Adultery with a friend's girlfriend.
5640,4503,joy,"My neighbour was not able to set his car in motion because it had  
snowed heavily. I helped him - he was thankful and invited me."
5641,5357,joy,"When two female classmates and I were having lunch, we chatted and   
cracked jokes, I was very happy.  However, I felt that I may have   
said something inappropriate which might cause them to have a bad   
impression of me."
5642,1588,disgust,"Salo, a movie film by Pasolini. People were misused and tortured  
for the fun of a few elder Italian authorities, during World War  
II."
5643,2400,fear,"I got lost in a foreign town. I did not know the language of that  
country and it took me hours to meet my friends again."
5644,491,anger,When my girlfriend of two years told me it was all over.
5645,3100,fear,"I was on my way home when suddenly Gule Wamkulu came from the  
bush and blocked the road. I was in fear and didn't know what to  
do."
5646,1482,disgust,"At an unworthy behaviour of a man, pettiness, stupidity and  
mostly at a philistinism."
5647,1474,disgust,"A colleague of mine asked a lecturer to put him a higher mark in  
order to keep his good mards and thus to continue getting a  
scholarship for an excellent grade."
5648,1162,disgust,"With my mouth full of bun, I drank directly from a packet of milk  
which turned out to be weeks old (completely separated).  It took  
a while for the milk to seep through the bun."
5649,6910,shame,"The 2nd time someone I had met cared for came over to my house I  
was absolutely inebriated and was sick into a bucket."
5650,6338,sadness,Not accepting hints of intimate relation from a girl.
5651,2921,fear,"English papers are due on Friday. They are returned on Tuesday.  
This Tuesday I was afraid to go to class and get my paper because  
I knew it was bad."
5652,7506,shame,"When I was in a bus on my way to the examination centre, a man     
sitting opposite me kept looking at me continously.  I did not know   
what was wrong.  When I reached the  centre I started strolling around   
as I still had a little time.  Suddenly a man came and whispered ""You   
have forgotten to zip up your trousers.""  I was at a loss to say anything   
and I felt very embarrassed.  When I thought of the bus incident I felt   
even more ashamed."
5653,2938,fear,"When there was a bomb threat in Tolman Hall. This was the first  
time that I felt my life could be in danger."
5654,7343,shame,Soiled my short trousers with faeces.
5655,7365,shame,"My father who is very quiet discovered I was going out with a  
coloured boy. He called me names and was really upset."
5656,2281,fear,[ Uncertainty about my own abilities in an exam.]
5657,7327,shame,"When I first failed my standard 8 exams for the first attempt for  
Form I selection."
5658,5301,joy,Success in university entrance examination.
5659,5761,sadness,When one is alone and knows that all the others are celebrating.
5660,379,anger,"I had an accident with a trafic police car that was packed at a  
curve without any visibility and against all traffic regulations  
in a strong snowstorm. As a result I still cannot repair my car  
because of the missing spare parts."
5661,3860,guilt,"A friend of mine trusted me to back her in a decision she had  
made.  But when the moment came I did not agree with her opinion."
5662,5990,sadness,"I failed a subject despite the fact that I had studied quite a  
lot for it."
